row  column  (images_35.edf K-K*images_35.edf Ar-K**2.3)
5  25  0
5  26  0
5  27  0
5  28  0
5  29  0
5  30  2.90484e+07
5  31  0
5  32  2.48829e+07
5  33  0
5  34  0
5  35  0
5  36  0
5  37  1.93771e+07
5  38  0
5  39  2.82663e+07
5  40  0
5  41  0
5  42  0
5  43  0
5  44  0
5  45  5.2081e+06
5  46  0
5  47  0
5  48  0
5  49  1.81967e+07
5  50  2.59963e+07
6  0  0
6  1  0
6  2  0
6  3  0
6  4  0
6  5  0
6  6  0
6  7  0
6  8  0
6  9  0
6  10  0
6  11  0
6  12  0
6  13  0
6  14  0
6  15  0
6  16  0
6  17  0
6  18  0
6  19  0
6  20  0
6  21  0
6  22  0
6  23  0
6  24  0
6  25  0
6  26  0
6  27  0
6  28  0
6  29  0
6  30  3.01181e+07
6  31  2.39233e+07
6  32  0
6  33  0
6  34  0
6  35  0
6  36  0
6  37  3.38658e+07
6  38  2.32393e+07
6  39  3.68598e+07
6  40  3.63748e+07
6  41  0
6  42  0
6  43  0
6  44  0
6  45  0
6  46  0
6  47  0
6  48  3.12957e+07
6  49  4.18081e+07
6  50  0
7  0  0
7  1  0
7  2  0
7  3  0
7  4  0
7  5  0
7  6  0
7  7  0
7  8  0
7  9  0
7  10  0
7  11  0
7  12  0
7  13  0
7  14  0
7  15  0
7  16  0
7  17  0
7  18  0
7  19  0
7  20  0
7  21  0
7  22  0
7  23  0
7  24  0
7  25  0
7  26  0
7  27  0
7  28  3.73164e+07
7  29  0
7  30  0
7  31  0
7  32  0
7  33  0
7  34  0
7  35  0
7  36  3.28039e+07
7  37  4.12585e+07
7  38  1.42539e+06
7  39  0
7  40  3.08837e+07
7  41  0
7  42  0
7  43  0
7  44  0
7  45  0
7  46  0
7  47  0
7  48  0
7  49  2.22805e+07
7  50  0
8  0  0
8  1  0
8  2  0
8  3  0
8  4  0
8  5  0
8  6  0
8  7  0
8  8  0
8  9  0
8  10  0
8  11  0
8  12  0
8  13  0
8  14  1.50779e+07
8  15  0
8  16  0
8  17  0
8  18  0
8  19  0
8  20  0
8  21  0
8  22  0
8  23  0
8  24  0
8  25  0
8  26  0
8  27  0
8  28  0
8  29  0
8  30  4.09147e+07
8  31  0
8  32  0
8  33  0
8  34  0
8  35  0
8  36  0
8  37  3.45216e+07
8  38  1.90058e+07
8  39  0
8  40  3.00659e+07
8  41  0
8  42  0
8  43  0
8  44  0
8  45  0
8  46  0
8  47  0
8  48  0
8  49  2.40689e+07
8  50  0
9  0  0
9  1  0
9  2  0
9  3  0
9  4  0
9  5  0
9  6  0
9  7  0
9  8  0
9  9  0
9  10  0
9  11  0
9  12  0
9  13  0
9  14  0
9  15  0
9  16  0
9  17  0
9  18  0
9  19  0
9  20  0
9  21  0
9  22  0
9  23  0
9  24  0
9  25  0
9  26  1.33865e+07
9  27  0
9  28  0
9  29  0
9  30  0
9  31  0
9  32  0
9  33  0
9  34  0
9  35  0
9  36  2.00246e+07
9  37  2.08408e+07
9  38  0
9  39  3.45415e+07
9  40  0
9  41  0
9  42  0
9  43  0
9  44  0
9  45  0
9  46  0
9  47  0
9  48  0
9  49  0
9  50  0
10  0  0
10  1  0
10  2  0
10  3  0
10  4  0
10  5  0
10  6  0
10  7  0
10  8  0
10  9  0
10  10  0
10  11  0
10  12  0
10  13  0
10  14  2.03013e+07
10  15  0
10  16  0
10  17  0
10  18  0
10  19  0
10  20  0
10  21  0
10  22  0
10  23  0
10  24  0
10  25  0
10  26  0
10  27  0
10  28  0
10  29  0
10  30  1.93072e+07
10  31  0
10  32  1.06514e+07
10  33  0
10  34  0
10  35  0
10  36  1.90711e+07
10  37  0
10  38  0
10  39  0
10  40  0
10  41  3.80094e+06
10  42  0
10  43  0
10  44  0
10  45  0
10  46  0
10  47  2.72192e+06
10  48  0
10  49  2.09783e+07
10  50  0
11  0  0
11  1  0
11  2  0
11  3  0
11  4  0
11  5  0
11  6  0
11  7  0
11  8  0
11  9  0
11  10  0
11  11  0
11  12  0
11  13  2.25021e+07
11  14  0
11  15  0
11  16  0
11  17  0
11  18  0
11  19  0
11  20  0
11  21  0
11  22  0
11  23  0
11  24  0
11  25  0
11  26  0
11  27  0
11  28  2.03846e+07
11  29  0
11  30  5.98735e+07
11  31  0
11  32  0
11  33  0
11  34  0
11  35  0
11  36  0
11  37  0
11  38  0
11  39  0
11  40  0
11  41  0
11  42  0
11  43  0
11  44  0
11  45  0
11  46  0
11  47  0
11  48  0
11  49  0
11  50  1.91357e+07
12  0  0
12  1  0
12  2  0
12  3  0
12  4  0
12  5  0
12  6  0
12  7  0
12  8  2.27448e+07
12  9  0
12  10  0
12  11  0
12  12  0
12  13  0
12  14  0
12  15  0
12  16  0
12  17  0
12  18  0
12  19  0
12  20  0
12  21  0
12  22  0
12  23  0
12  24  0
12  25  0
12  26  0
12  27  0
12  28  0
12  29  1.08241e+07
12  30  3.18223e+07
12  31  0
12  32  4.42614e+06
12  33  0
12  34  0
12  35  2.63493e+07
12  36  0
12  37  3.54499e+07
12  38  0
12  39  0
12  40  0
12  41  2.91709e+07
12  42  0
12  43  0
12  44  0
12  45  0
12  46  0
12  47  0
12  48  0
12  49  0
12  50  0
13  0  0
13  1  0
13  2  0
13  3  0
13  4  0
13  5  0
13  6  0
13  7  0
13  8  0
13  9  0
13  10  0
13  11  0
13  12  0
13  13  0
13  14  0
13  15  0
13  16  0
13  17  0
13  18  0
13  19  0
13  20  0
13  21  0
13  22  0
13  23  0
13  24  0
13  25  0
13  26  0
13  27  0
13  28  0
13  29  2.26586e+07
13  30  5.58072e+07
13  31  1.34169e+07
13  32  0
13  33  9.62932e+06
13  34  0
13  35  0
13  36  0
13  37  8.41681e+06
13  38  2.74998e+07
13  39  3.24101e+07
13  40  2.34781e+07
13  41  0
13  42  0
13  43  0
13  44  0
13  45  0
13  46  0
13  47  1.94315e+07
13  48  0
13  49  0
13  50  0
14  0  0
14  1  0
14  2  0
14  3  0
14  4  0
14  5  0
14  6  0
14  7  0
14  8  0
14  9  0
14  10  0
14  11  0
14  12  0
14  13  0
14  14  0
14  15  0
14  16  0
14  17  0
14  18  0
14  19  0
14  20  0
14  21  0
14  22  0
14  23  0
14  24  0
14  25  0
14  26  0
14  27  0
14  28  0
14  29  0
14  30  2.82872e+07
14  31  3.87805e+07
14  32  0
14  33  0
14  34  0
14  35  0
14  36  0
14  37  0
14  38  3.85468e+07
14  39  3.75334e+07
14  40  2.51913e+07
14  41  0
14  42  0
14  43  0
14  44  0
14  45  0
14  46  0
14  47  0
14  48  2.45218e+07
14  49  0
14  50  0
15  0  0
15  1  0
15  2  0
15  3  0
15  4  0
15  5  0
15  6  0
15  7  0
15  8  0
15  9  0
15  10  0
15  11  0
15  12  0
15  13  0
15  14  0
15  15  0
15  16  0
15  17  0
15  18  0
15  19  0
15  20  0
15  21  0
15  22  0
15  23  0
15  24  0
15  25  0
15  26  0
15  27  0
15  28  0
15  29  0
15  30  3.67098e+07
15  31  0
15  32  0
15  33  0
15  34  0
15  35  0
15  36  2.21168e+07
15  37  3.25366e+07
15  38  2.51253e+07
15  39  2.33831e+07
15  40  0
15  41  0
15  42  4.62266e+06
15  43  0
15  44  0
15  45  0
15  46  0
15  47  0
15  48  0
15  49  0
15  50  2.6183e+07
16  0  0
16  1  0
16  2  0
16  3  0
16  4  0
16  5  0
16  6  0
16  7  0
16  8  1.89771e+07
16  9  0
16  10  0
16  11  0
16  12  0
16  13  0
16  14  0
16  15  0
16  16  0
16  17  0
16  18  0
16  19  0
16  20  0
16  21  0
16  22  0
16  23  0
16  24  0
16  25  0
16  26  0
16  27  0
16  28  0
16  29  0
16  30  3.12557e+07
16  31  2.80105e+07
16  32  1.91419e+07
16  33  0
16  34  414974
16  35  0
16  36  4.16449e+07
16  37  0
16  38  0
16  39  0
16  40  6.09753e+07
16  41  0
16  42  0
16  43  0
16  44  0
16  45  0
16  46  0
16  47  0
16  48  0
16  49  0
16  50  0
17  0  0
17  1  0
17  2  0
17  3  0
17  4  0
17  5  0
17  6  0
17  7  0
17  8  0
17  9  0
17  10  0
17  11  0
17  12  0
17  13  0
17  14  0
17  15  0
17  16  0
17  17  0
17  18  0
17  19  0
17  20  0
17  21  0
17  22  0
17  23  0
17  24  0
17  25  0
17  26  0
17  27  1.54424e+07
17  28  0
17  29  2.29556e+07
17  30  1.73688e+07
17  31  0
17  32  0
17  33  0
17  34  0
17  35  0
17  36  3.58462e+07
17  37  3.07149e+07
17  38  0
17  39  3.11781e+07
17  40  0
17  41  0
17  42  0
17  43  0
17  44  0
17  45  0
17  46  1.06943e+07
17  47  0
17  48  2.94566e+07
17  49  0
17  50  0
18  0  0
18  1  0
18  2  0
18  3  0
18  4  0
18  5  0
18  6  0
18  7  0
18  8  0
18  9  0
18  10  0
18  11  0
18  12  0
18  13  0
18  14  0
18  15  0
18  16  0
18  17  0
18  18  0
18  19  0
18  20  0
18  21  1.52086e+07
18  22  0
18  23  0
18  24  0
18  25  0
18  26  0
18  27  0
18  28  0
18  29  0
18  30  0
18  31  0
18  32  0
18  33  0
18  34  0
18  35  1.57374e+07
18  36  3.74178e+07
18  37  3.06701e+07
18  38  2.00769e+07
18  39  4.14493e+07
18  40  7.25834e+06
18  41  0
18  42  0
18  43  0
18  44  0
18  45  0
18  46  0
18  47  0
18  48  0
18  49  0
18  50  0
19  0  0
19  1  0
19  2  0
19  3  0
19  4  0
19  5  0
19  6  0
19  7  0
19  8  0
19  9  0
19  10  0
19  11  0
19  12  0
19  13  0
19  14  0
19  15  0
19  16  0
19  17  0
19  18  0
19  19  0
19  20  1.16759e+07
19  21  0
19  22  0
19  23  0
19  24  0
19  25  0
19  26  0
19  27  0
19  28  0
19  29  0
19  30  0
19  31  0
19  32  0
19  33  0
19  34  0
19  35  0
19  36  3.31344e+07
19  37  3.89516e+07
19  38  5.79747e+07
19  39  0
19  40  0
19  41  0
19  42  0
19  43  0
19  44  0
19  45  0
19  46  0
19  47  0
19  48  0
19  49  0
19  50  0
20  0  0
20  1  0
20  2  0
20  3  0
20  4  0
20  5  0
20  6  0
20  7  0
20  8  0
20  9  0
20  10  0
20  11  0
20  12  0
20  13  0
20  14  0
20  15  0
20  16  0
20  17  0
20  18  0
20  19  0
20  20  0
20  21  0
20  22  0
20  23  0
20  24  0
20  25  0
20  26  0
20  27  0
20  28  0
20  29  0
20  30  0
20  31  0
20  32  0
20  33  0
20  34  0
20  35  0
20  36  2.45762e+07
20  37  0
20  38  0
20  39  2.90664e+07
20  40  0
20  41  0
20  42  0
20  43  2.45131e+06
20  44  0
20  45  0
20  46  0
20  47  0
20  48  0
20  49  0
20  50  0
21  0  0
21  1  0
21  2  0
21  3  0
21  4  0
21  5  0
21  6  0
21  7  0
21  8  0
21  9  0
21  10  0
21  11  0
21  12  0
21  13  0
21  14  0
21  15  0
21  16  0
21  17  0
21  18  0
21  19  0
21  20  0
21  21  0
21  22  0
21  23  0
21  24  0
21  25  0
21  26  0
21  27  0
21  28  0
21  29  0
21  30  2.77848e+07
21  31  0
21  32  0
21  33  0
21  34  1.26522e+07
21  35  0
21  36  3.42521e+07
21  37  3.84922e+07
21  38  0
21  39  1.81365e+07
21  40  0
21  41  0
21  42  0
21  43  0
21  44  0
21  45  0
21  46  0
21  47  0
21  48  0
21  49  0
21  50  1.95504e+07
22  0  0
22  1  0
22  2  0
22  3  0
22  4  0
22  5  0
22  6  0
22  7  0
22  8  0
22  9  0
22  10  0
22  11  0
22  12  0
22  13  0
22  14  0
22  15  0
22  16  0
22  17  0
22  18  0
22  19  0
22  20  0
22  21  0
22  22  0
22  23  0
22  24  0
22  25  1.98232e+07
22  26  0
22  27  0
22  28  0
22  29  0
22  30  2.14774e+07
22  31  0
22  32  0
22  33  0
22  34  0
22  35  1.39693e+07
22  36  6.13756e+06
22  37  2.71694e+07
22  38  2.50372e+07
22  39  0
22  40  0
22  41  0
22  42  0
22  43  0
22  44  0
22  45  0
22  46  0
22  47  0
22  48  0
22  49  0
22  50  0
23  0  0
23  1  0
23  2  0
23  3  0
23  4  0
23  5  0
23  6  0
23  7  0
23  8  0
23  9  0
23  10  0
23  11  0
23  12  0
23  13  0
23  14  0
23  15  0
23  16  0
23  17  0
23  18  0
23  19  0
23  20  0
23  21  0
23  22  0
23  23  0
23  24  0
23  25  0
23  26  0
23  27  0
23  28  0
23  29  0
23  30  0
23  31  0
23  32  0
23  33  0
23  34  0
23  35  1.64925e+07
23  36  2.41064e+07
23  37  2.59515e+07
23  38  5.34926e+06
23  39  0
23  40  0
23  41  4.77796e+07
23  42  0
23  43  0
23  44  0
23  45  0
23  46  0
23  47  0
23  48  0
23  49  0
23  50  0
24  0  0
24  1  0
24  2  0
24  3  0
24  4  0
24  5  0
24  6  0
24  7  0
24  8  0
24  9  0
24  10  0
24  11  0
24  12  0
24  13  0
24  14  0
24  15  0
24  16  0
24  17  0
24  18  0
24  19  0
24  20  0
24  21  2.57654e+07
24  22  0
24  23  0
24  24  0
24  25  1.86715e+07
24  26  0
24  27  0
24  28  0
24  29  0
24  30  0
24  31  0
24  32  0
24  33  0
24  34  0
24  35  1.0236e+07
24  36  0
24  37  0
24  38  0
24  39  1.55779e+06
24  40  0
24  41  0
24  42  0
24  43  0
24  44  0
24  45  0
24  46  0
24  47  0
24  48  0
24  49  0
24  50  0
25  0  0
25  1  0
25  2  0
25  3  0
25  4  0
25  5  0
25  6  0
25  7  0
25  8  0
25  9  0
25  10  0
25  11  0
25  12  0
25  13  0
25  14  0
25  15  0
25  16  0
25  17  0
25  18  0
25  19  0
25  20  0
25  21  0
25  22  0
25  23  0
25  24  0
25  25  0
25  26  0
25  27  0
25  28  0
25  29  0
25  30  0
25  31  0
25  32  0
25  33  0
25  34  0
25  35  0
25  36  1.49158e+07
25  37  4.59067e+07
25  38  199154
25  39  0
25  40  0
25  41  0
25  42  0
25  43  0
25  44  0
25  45  0
25  46  0
25  47  0
25  48  0
25  49  2.54638e+07
25  50  2.79558e+07
26  0  0
26  1  0
26  2  0
26  3  0
26  4  0
26  5  0
26  6  0
26  7  0
26  8  0
26  9  0
26  10  0
26  11  0
26  12  0
26  13  0
26  14  0
26  15  0
26  16  0
26  17  0
26  18  0
26  19  0
26  20  0
26  21  0
26  22  0
26  23  0
26  24  0
26  25  0
26  26  0
26  27  0
26  28  0
26  29  0
26  30  0
26  31  0
26  32  4.0085e+07
26  33  0
26  34  1.41191e+07
26  35  0
26  36  6.31098e+07
26  37  0
26  38  0
26  39  0
26  40  0
26  41  0
26  42  0
26  43  0
26  44  0
26  45  0
26  46  0
26  47  0
26  48  0
26  49  0
26  50  0
27  0  0
27  1  0
27  2  0
27  3  0
27  4  0
27  5  0
27  6  0
27  7  0
27  8  0
27  9  0
27  10  0
27  11  0
27  12  0
27  13  0
27  14  0
27  15  0
27  16  0
27  17  0
27  18  0
27  19  0
27  20  0
27  21  0
27  22  0
27  23  0
27  24  0
27  25  0
27  26  0
27  27  0
27  28  0
27  29  0
27  30  0
27  31  0
27  32  0
27  33  0
27  34  0
27  35  0
27  36  0
27  37  2.99446e+07
27  38  0
27  39  0
27  40  0
27  41  0
27  42  0
27  43  0
27  44  0
27  45  0
27  46  0
27  47  0
27  48  0
27  49  0
27  50  0
28  0  0
28  1  0
28  2  0
28  3  0
28  4  0
28  5  0
28  6  0
28  7  0
28  8  0
28  9  0
28  10  0
28  11  0
28  12  0
28  13  0
28  14  0
28  15  0
28  16  0
28  17  0
28  18  0
28  19  0
28  20  0
28  21  0
28  22  0
28  23  0
28  24  0
28  25  0
28  26  0
28  27  0
28  28  0
28  29  0
28  30  0
28  31  0
28  32  0
28  33  0
28  34  0
28  35  0
28  36  0
28  37  2.93496e+07
28  38  3.59428e+06
28  39  0
28  40  0
28  41  0
28  42  0
28  43  0
28  44  0
28  45  0
28  46  0
28  47  0
28  48  0
28  49  0
28  50  0
29  0  0
29  1  0
29  2  0
29  3  0
29  4  0
29  5  0
29  6  0
29  7  0
29  8  0
29  9  0
29  10  0
29  11  0
29  12  0
29  13  0
29  14  0
29  15  0
29  16  0
29  17  0
29  18  0
29  19  0
29  20  0
29  21  0
29  22  0
29  23  0
29  24  0
29  25  0
29  26  0
29  27  0
29  28  0
29  29  0
29  30  0
29  31  0
29  32  0
29  33  0
29  34  0
29  35  0
29  36  1.885e+07
29  37  7.17941e+07
29  38  0
29  39  0
29  40  0
29  41  0
29  42  0
29  43  0
29  44  0
29  45  0
29  46  0
29  47  0
29  48  0
29  49  0
29  50  0
30  0  0
30  1  0
30  2  0
30  3  0
30  4  0
30  5  0
30  6  0
30  7  0
30  8  0
30  9  0
30  10  0
30  11  0
30  12  0
30  13  0
30  14  0
30  15  0
30  16  0
30  17  0
30  18  0
30  19  0
30  20  0
30  21  0
30  22  0
30  23  0
30  24  0
30  25  0
30  26  0
30  27  2.88321e+07
30  28  0
30  29  0
30  30  0
30  31  0
30  32  0
30  33  0
30  34  0
30  35  0
30  36  0
30  37  9.40956e+07
30  38  0
30  39  0
30  40  0
30  41  0
30  42  0
30  43  0
30  44  0
30  45  0
30  46  0
30  47  0
30  48  0
30  49  0
30  50  0
31  0  0
31  1  0
31  2  0
31  3  0
31  4  0
31  5  0
31  6  0
31  7  0
31  8  0
31  9  0
31  10  0
31  11  0
31  12  0
31  13  0
31  14  0
31  15  0
31  16  0
31  17  0
31  18  0
31  19  0
31  20  0
31  21  0
31  22  0
31  23  0
31  24  0
31  25  0
31  26  0
31  27  0
31  28  0
31  29  0
31  30  0
31  31  0
31  32  0
31  33  0
31  34  0
31  35  0
31  36  2.23192e+07
31  37  5.42235e+07
31  38  0
31  39  0
31  40  0
31  41  0
31  42  0
31  43  0
31  44  0
31  45  0
31  46  0
31  47  0
31  48  0
31  49  0
31  50  0
32  0  0
32  1  0
32  2  0
32  3  0
32  4  0
32  5  0
32  6  0
32  7  0
32  8  0
32  9  0
32  10  0
32  11  0
32  12  0
32  13  0
32  14  0
32  15  0
32  16  0
32  17  0
32  18  0
32  19  0
32  20  0
32  21  0
32  22  0
32  23  0
32  24  0
32  25  0
32  26  0
32  27  0
32  28  0
32  29  0
32  30  0
32  31  0
32  32  0
32  33  0
32  34  0
32  35  0
32  36  0
32  37  4.15819e+07
32  38  0
32  39  0
32  40  0
32  41  0
32  42  0
32  43  0
32  44  0
32  45  0
32  46  0
32  47  0
32  48  0
32  49  0
32  50  0
33  0  0
33  1  0
33  2  0
33  3  0
33  4  0
33  5  0
33  6  0
33  7  0
33  8  0
33  9  0
33  10  0
33  11  0
33  12  0
33  13  0
33  14  0
33  15  0
33  16  0
33  17  0
33  18  0
33  19  0
33  20  0
33  21  0
33  22  0
33  23  0
33  24  0
33  25  0
33  26  0
33  27  0
33  28  0
33  29  0
33  30  0
33  31  0
33  32  0
33  33  0
33  34  0
33  35  0
33  36  560820
33  37  1.66105e+07
33  38  0
33  39  0
33  40  0
33  41  0
33  42  0
33  43  0
33  44  0
33  45  0
33  46  0
33  47  0
33  48  2.33996e+07
33  49  0
33  50  0
34  0  0
34  1  0
34  2  0
34  3  0
34  4  0
34  5  0
34  6  0
34  7  0
34  8  0
34  9  0
34  10  0
34  11  0
34  12  0
34  13  0
34  14  0
34  15  0
34  16  0
34  17  0
34  18  0
34  19  0
34  20  0
34  21  0
34  22  0
34  23  0
34  24  0
34  25  0
34  26  0
34  27  0
34  28  0
34  29  0
34  30  0
34  31  0
34  32  0
34  33  0
34  34  0
34  35  0
34  36  0
34  37  1.18622e+07
34  38  0
34  39  0
34  40  0
34  41  0
34  42  0
34  43  0
34  44  0
34  45  0
34  46  0
34  47  0
34  48  0
34  49  0
34  50  0
35  0  0
35  1  0
35  2  0
35  3  0
35  4  0
35  5  0
35  6  0
35  7  0
35  8  0
35  9  0
35  10  0
35  11  0
35  12  0
35  13  0
35  14  0
35  15  0
35  16  0
35  17  0
35  18  0
35  19  0
35  20  0
35  21  0
35  22  0
35  23  0
35  24  0
35  25  0
35  26  2.33154e+07
35  27  0
35  28  0
35  29  0
35  30  0
35  31  0
35  32  1.9256e+07
35  33  0
35  34  0
35  35  0
35  36  0
35  37  0
35  38  0
35  39  0
35  40  0
35  41  0
35  42  0
35  43  2.63404e+06
35  44  0
35  45  0
35  46  0
35  47  0
35  48  0
35  49  0
35  50  0
36  0  0
36  1  0
36  2  0
36  3  0
36  4  0
36  5  0
36  6  0
36  7  0
36  8  0
36  9  0
36  10  0
36  11  0
36  12  0
36  13  0
36  14  0
36  15  0
36  16  0
36  17  0
36  18  0
36  19  0
36  20  0
36  21  0
36  22  0
36  23  0
36  24  0
36  25  0
36  26  0
36  27  0
36  28  0
36  29  0
36  30  0
36  31  0
36  32  0
36  33  0
36  34  0
36  35  0
36  36  0
36  37  0
36  38  0
36  39  0
36  40  0
36  41  0
36  42  0
36  43  0
36  44  0
36  45  0
36  46  0
36  47  0
36  48  0
36  49  0
36  50  0
37  0  0
37  1  0
37  2  0
37  3  0
37  4  0
37  5  0
37  6  0
37  7  0
37  8  0
37  9  0
37  10  0
37  11  0
37  12  0
37  13  0
37  14  0
37  15  0
37  16  0
37  17  0
37  18  0
37  19  0
37  20  0
37  21  0
37  22  0
37  23  0
37  24  0
37  25  0
37  26  0
37  27  0
37  28  0
37  29  0
37  30  0
37  31  0
37  32  0
37  33  0
37  34  0
37  35  0
37  36  0
37  37  0
37  38  0
37  39  0
37  40  0
37  41  0
37  42  0
37  43  0
37  44  0
37  45  0
37  46  0
37  47  0
37  48  0
37  49  0
37  50  0
38  0  0
38  1  0
38  2  0
38  3  0
38  4  0
38  5  0
38  6  0
38  7  0
38  8  0
38  9  0
38  10  0
38  11  0
38  12  0
38  13  0
38  14  0
38  15  0
38  16  0
38  17  0
38  18  0
38  19  0
38  20  0
38  21  0
38  22  0
38  23  0
38  24  0
38  25  0
38  26  0
38  27  0
38  28  0
38  29  0
38  30  0
38  31  0
38  32  0
38  33  2.12608e+07
38  34  0
38  35  0
38  36  0
38  37  9.0245e+06
38  38  0
38  39  0
38  40  0
38  41  0
38  42  0
38  43  0
38  44  0
38  45  0
38  46  0
38  47  0
38  48  0
38  49  0
38  50  0
39  0  0
39  1  0
39  2  0
39  3  0
39  4  0
39  5  0
39  6  0
39  7  0
39  8  0
39  9  0
39  10  0
39  11  0
39  12  0
39  13  0
39  14  0
39  15  0
39  16  0
39  17  0
39  18  0
39  19  0
39  20  0
39  21  0
39  22  0
39  23  0
39  24  0
39  25  2.08141e+07
39  26  0
39  27  0
39  28  0
39  29  0
39  30  2.22086e+07
39  31  0
39  32  0
39  33  0
39  34  0
39  35  0
39  36  0
39  37  0
39  38  0
39  39  0
39  40  0
39  41  0
39  42  0
39  43  0
39  44  0
39  45  0
39  46  0
39  47  0
39  48  0
39  49  0
39  50  0
40  0  0
40  1  0
40  2  0
40  3  0
40  4  0
40  5  0
40  6  0
40  7  0
40  8  0
40  9  0
40  10  0
40  11  0
40  12  0
40  13  0
40  14  0
40  15  0
40  16  0
40  17  0
40  18  0
40  19  0
40  20  0
40  21  0
40  22  0
40  23  0
40  24  0
40  25  0
40  26  0
40  27  0
40  28  0
40  29  0
40  30  0
40  31  0
40  32  0
40  33  0
40  34  0
40  35  0
40  36  0
40  37  0
40  38  0
40  39  0
40  40  0
40  41  0
40  42  0
40  43  0
40  44  0
40  45  0
40  46  0
40  47  0
40  48  0
40  49  0
40  50  0
41  0  0
41  1  0
41  2  0
41  3  0
41  4  0
41  5  0
41  6  0
41  7  0
41  8  0
41  9  0
41  10  0
41  11  0
41  12  0
41  13  0
41  14  0
41  15  0
41  16  0
41  17  0
41  18  0
41  19  0
41  20  0
41  21  0
41  22  0
41  23  0
41  24  0
41  25  0
41  26  0
41  27  0
41  28  0
