row  column  (images_10_7176.edf K_K*images_10_7176.edf Ar_K**2.3)
43  66  0
43  67  0
43  68  8.49468e+06
43  69  0
43  70  1.02362e+07
43  71  0
43  72  0
43  73  0
43  74  0
43  75  0
43  76  0
43  77  0
43  78  0
43  79  0
43  80  0
43  81  0
43  82  0
43  83  0
43  84  0
43  85  0
43  86  0
43  87  0
43  88  0
43  89  0
43  90  0
43  91  0
43  92  0
43  93  0
43  94  0
43  95  0
43  96  0
43  97  0
43  98  0
43  99  0
43  100  0
44  0  0
44  1  0
44  2  0
44  3  0
44  4  0
44  5  0
44  6  1.99315e+06
44  7  0
44  8  0
44  9  0
44  10  0
44  11  1.06375e+07
44  12  0
44  13  7.66557e+06
44  14  2.10891e+06
44  15  1.60675e+07
44  16  5.44933e+06
44  17  1.09995e+07
44  18  0
44  19  310484
44  20  0
44  21  0
44  22  0
44  23  0
44  24  0
44  25  0
44  26  1.48043e+06
44  27  0
44  28  0
44  29  0
44  30  0
44  31  0
44  32  0
44  33  0
44  34  76258.8
44  35  0
44  36  0
44  37  0
44  38  0
44  39  0
44  40  0
44  41  0
44  42  0
44  43  0
44  44  0
44  45  0
44  46  0
44  47  0
44  48  0
44  49  0
44  50  0
44  51  1.22385e+06
44  52  3.52566e+06
44  53  2.57859e+06
44  54  0
44  55  0
44  56  0
44  57  0
44  58  0
44  59  0
44  60  0
44  61  0
44  62  0
44  63  0
44  64  0
44  65  0
44  66  0
44  67  692121
44  68  0
44  69  0
44  70  0
44  71  0
44  72  0
44  73  0
44  74  0
44  75  0
44  76  0
44  77  0
44  78  0
44  79  0
44  80  0
44  81  0
44  82  0
44  83  0
44  84  0
44  85  0
44  86  0
44  87  0
44  88  0
44  89  0
44  90  0
44  91  0
44  92  0
44  93  0
44  94  0
44  95  0
44  96  0
44  97  0
44  98  0
44  99  0
44  100  0
45  0  0
45  1  0
45  2  0
45  3  0
45  4  0
45  5  0
45  6  0
45  7  0
45  8  0
45  9  0
45  10  0
45  11  0
45  12  4.83043e+06
45  13  6.02286e+06
45  14  8.75676e+06
45  15  3.125e+06
45  16  0
45  17  1.70114e+06
45  18  0
45  19  1.11237e+06
45  20  0
45  21  0
45  22  0
45  23  0
45  24  0
45  25  0
45  26  0
45  27  0
45  28  0
45  29  0
45  30  0
45  31  0
45  32  0
45  33  0
45  34  0
45  35  0
45  36  0
45  37  0
45  38  0
45  39  0
45  40  0
45  41  0
45  42  0
45  43  0
45  44  0
45  45  0
45  46  0
45  47  0
45  48  0
45  49  4.24329e+06
45  50  0
45  51  0
45  52  7.82828e+06
45  53  1.3854e+06
45  54  0
45  55  0
45  56  0
45  57  0
45  58  0
45  59  0
45  60  0
45  61  0
45  62  0
45  63  0
45  64  0
45  65  0
45  66  0
45  67  5.36241e+06
45  68  174046
45  69  7.30057e+06
45  70  0
45  71  0
45  72  0
45  73  0
45  74  0
45  75  0
45  76  0
45  77  0
45  78  0
45  79  0
45  80  0
45  81  0
45  82  0
45  83  0
45  84  0
45  85  0
45  86  0
45  87  0
45  88  0
45  89  0
45  90  0
45  91  0
45  92  0
45  93  0
45  94  0
45  95  0
45  96  0
45  97  0
45  98  0
45  99  0
45  100  0
46  0  0
46  1  0
46  2  0
46  3  0
46  4  0
46  5  0
46  6  0
46  7  0
46  8  0
46  9  3.41537e+06
46  10  0
46  11  0
46  12  9.85451e+06
46  13  6.74419e+06
46  14  9.33948e+06
46  15  9.84151e+06
46  16  8.16806e+06
46  17  5.78709e+06
46  18  3.66443e+06
46  19  0
46  20  0
46  21  0
46  22  0
46  23  0
46  24  0
46  25  0
46  26  0
46  27  0
46  28  0
46  29  0
46  30  0
46  31  0
46  32  0
46  33  0
46  34  0
46  35  0
46  36  0
46  37  0
46  38  0
46  39  0
46  40  0
46  41  0
46  42  0
46  43  0
46  44  0
46  45  0
46  46  0
46  47  0
46  48  0
46  49  0
46  50  0
46  51  816189
46  52  3.79478e+06
46  53  1.02927e+07
46  54  0
46  55  0
46  56  317250
46  57  0
46  58  0
46  59  0
46  60  0
46  61  0
46  62  0
46  63  0
46  64  0
46  65  0
46  66  0
46  67  0
46  68  0
46  69  0
46  70  0
46  71  0
46  72  0
46  73  0
46  74  0
46  75  0
46  76  0
46  77  0
46  78  0
46  79  0
46  80  6.06469e+06
46  81  0
46  82  0
46  83  0
46  84  0
46  85  0
46  86  0
46  87  0
46  88  0
46  89  0
46  90  0
46  91  0
46  92  0
46  93  0
46  94  0
46  95  0
46  96  0
46  97  0
46  98  0
46  99  0
46  100  0
47  0  0
47  1  0
47  2  0
47  3  0
47  4  0
47  5  0
47  6  0
47  7  0
47  8  0
47  9  0
47  10  0
47  11  8.08783e+06
47  12  5.59136e+06
47  13  0
47  14  1.51203e+07
47  15  2.33665e+06
47  16  4.22249e+06
47  17  7.00925e+06
47  18  2.32525e+06
47  19  0
47  20  0
47  21  0
47  22  0
47  23  0
47  24  0
47  25  0
47  26  0
47  27  0
47  28  0
47  29  0
47  30  0
47  31  1.76016e+06
47  32  0
47  33  0
47  34  0
47  35  0
47  36  0
47  37  0
47  38  0
47  39  0
47  40  0
47  41  0
47  42  0
47  43  0
47  44  0
47  45  0
47  46  0
47  47  0
47  48  1.72117e+06
47  49  0
47  50  0
47  51  856426
47  52  68588.1
47  53  1.06596e+07
47  54  0
47  55  0
47  56  0
47  57  0
47  58  0
47  59  0
47  60  155858
47  61  0
47  62  0
47  63  0
47  64  0
47  65  0
47  66  0
47  67  0
47  68  0
47  69  0
47  70  0
47  71  0
47  72  0
47  73  0
47  74  0
47  75  0
47  76  0
47  77  0
47  78  0
47  79  0
47  80  0
47  81  0
47  82  0
47  83  0
47  84  0
47  85  0
47  86  0
47  87  0
47  88  0
47  89  0
47  90  0
47  91  0
47  92  0
47  93  0
47  94  774852
47  95  0
47  96  0
47  97  0
47  98  0
47  99  0
47  100  0
48  0  0
48  1  0
48  2  0
48  3  0
48  4  0
48  5  0
48  6  0
48  7  0
48  8  0
48  9  0
48  10  4.26036e+06
48  11  0
48  12  7.13667e+06
48  13  2.01904e+06
48  14  7.97621e+06
48  15  4.01076e+06
48  16  480322
48  17  0
48  18  0
48  19  192407
48  20  556848
48  21  0
48  22  0
48  23  2.07706e+06
48  24  3.50394e+06
48  25  0
48  26  0
48  27  0
48  28  0
48  29  0
48  30  0
48  31  0
48  32  0
48  33  0
48  34  0
48  35  0
48  36  0
48  37  0
48  38  2.21687e+06
48  39  0
48  40  0
48  41  0
48  42  0
48  43  0
48  44  0
48  45  0
48  46  0
48  47  0
48  48  0
48  49  453858
48  50  0
48  51  1.08943e+06
48  52  1.38099e+07
48  53  9.50408e+06
48  54  6.93769e+06
48  55  2.05314e+06
48  56  2.3563e+06
48  57  1.01906e+07
48  58  0
48  59  0
48  60  0
48  61  0
48  62  0
48  63  0
48  64  0
48  65  0
48  66  0
48  67  4.22475e+06
48  68  1.01119e+07
48  69  0
48  70  0
48  71  0
48  72  0
48  73  0
48  74  0
48  75  0
48  76  0
48  77  0
48  78  0
48  79  0
48  80  0
48  81  0
48  82  0
48  83  0
48  84  0
48  85  0
48  86  0
48  87  0
48  88  0
48  89  0
48  90  0
48  91  0
48  92  0
48  93  0
48  94  0
48  95  0
48  96  0
48  97  0
48  98  0
48  99  0
48  100  0
49  0  0
49  1  0
49  2  0
49  3  0
49  4  0
49  5  0
49  6  0
49  7  0
49  8  0
49  9  0
49  10  590690
49  11  2.16571e+06
49  12  3.41525e+06
49  13  9.26823e+06
49  14  8.03566e+06
49  15  1.15611e+07
49  16  9.3312e+06
49  17  4.58622e+06
49  18  0
49  19  3.71858e+06
49  20  0
49  21  0
49  22  0
49  23  0
49  24  0
49  25  0
49  26  0
49  27  0
49  28  0
49  29  0
49  30  0
49  31  0
49  32  0
49  33  0
49  34  0
49  35  1.0445e+06
49  36  0
49  37  0
49  38  0
49  39  0
49  40  0
49  41  0
49  42  0
49  43  0
49  44  0
49  45  0
49  46  0
49  47  0
49  48  0
49  49  0
49  50  5.16029e+06
49  51  1.262e+07
49  52  1.07087e+07
49  53  0
49  54  1.19836e+07
49  55  0
49  56  6.43031e+06
49  57  0
49  58  3.61753e+06
49  59  136043
49  60  0
49  61  0
49  62  0
49  63  0
49  64  0
49  65  0
49  66  0
49  67  0
49  68  0
49  69  0
49  70  0
49  71  0
49  72  0
49  73  0
49  74  0
49  75  0
49  76  0
49  77  0
49  78  0
49  79  0
49  80  0
49  81  0
49  82  0
49  83  0
49  84  0
49  85  0
49  86  0
49  87  0
49  88  0
49  89  0
49  90  0
49  91  0
49  92  0
49  93  0
49  94  0
49  95  0
49  96  0
49  97  0
49  98  0
49  99  0
49  100  0
50  0  0
50  1  0
50  2  0
50  3  0
50  4  0
50  5  0
50  6  0
50  7  1.84301e+06
50  8  0
50  9  0
50  10  0
50  11  1.24451e+07
50  12  40301.1
50  13  4.54975e+06
50  14  4.5504e+06
50  15  1.21574e+07
50  16  0
50  17  1.4588e+06
50  18  0
50  19  0
50  20  0
50  21  0
50  22  0
50  23  0
50  24  0
50  25  0
50  26  0
50  27  0
50  28  0
50  29  2.50967e+06
50  30  0
50  31  0
50  32  0
50  33  0
50  34  0
50  35  0
50  36  0
50  37  0
50  38  0
50  39  0
50  40  0
50  41  0
50  42  0
50  43  0
50  44  0
50  45  0
50  46  0
50  47  0
50  48  404170
50  49  6.44956e+06
50  50  5.74578e+06
50  51  2.05285e+07
50  52  1.21758e+07
50  53  1.51445e+07
50  54  1.92885e+07
50  55  0
50  56  2.70754e+06
50  57  0
50  58  0
50  59  0
50  60  0
50  61  0
50  62  0
50  63  0
50  64  0
50  65  0
50  66  0
50  67  7.69195e+06
50  68  0
50  69  0
50  70  2.46377e+06
50  71  0
50  72  0
50  73  0
50  74  0
50  75  0
50  76  0
50  77  0
50  78  0
50  79  0
50  80  0
50  81  0
50  82  0
50  83  0
50  84  0
50  85  0
50  86  0
50  87  0
50  88  0
50  89  0
50  90  0
50  91  0
50  92  0
50  93  1.31149e+06
50  94  0
50  95  0
50  96  0
50  97  0
50  98  0
50  99  0
50  100  0
51  0  0
51  1  0
51  2  0
51  3  0
51  4  0
51  5  0
51  6  0
51  7  0
51  8  0
51  9  0
51  10  0
51  11  577330
51  12  0
51  13  1.11635e+07
51  14  0
51  15  0
51  16  2.59923e+06
51  17  0
51  18  0
51  19  0
51  20  0
51  21  0
51  22  0
51  23  0
51  24  0
51  25  0
51  26  0
51  27  0
51  28  0
51  29  0
51  30  0
51  31  0
51  32  0
51  33  0
51  34  0
51  35  0
51  36  0
51  37  0
51  38  0
51  39  0
51  40  0
51  41  0
51  42  0
51  43  0
51  44  0
51  45  0
51  46  0
51  47  0
51  48  0
51  49  9.27394e+06
51  50  1.63539e+07
51  51  2.75537e+06
51  52  1.14722e+07
51  53  2.97364e+07
51  54  2.4505e+07
51  55  4.26173e+06
51  56  6.71288e+06
51  57  1.20799e+07
51  58  1.15276e+07
51  59  0
51  60  0
51  61  0
51  62  0
51  63  3.87984e+06
51  64  0
51  65  0
51  66  0
51  67  0
51  68  1.34153e+07
51  69  5.1125e+06
51  70  4.95416e+06
51  71  0
51  72  0
51  73  0
51  74  0
51  75  0
51  76  0
51  77  0
51  78  0
51  79  0
51  80  0
51  81  0
51  82  0
51  83  0
51  84  0
51  85  0
51  86  0
51  87  0
51  88  0
51  89  0
51  90  0
51  91  0
51  92  0
51  93  2.19064e+06
51  94  0
51  95  0
51  96  0
51  97  0
51  98  0
51  99  725721
51  100  0
52  0  0
52  1  0
52  2  0
52  3  0
52  4  0
52  5  0
52  6  0
52  7  0
52  8  0
52  9  69529.5
52  10  0
52  11  0
52  12  6.38413e+06
52  13  3.23547e+06
52  14  787468
52  15  5.69341e+06
52  16  1.53044e+06
52  17  0
52  18  0
52  19  45583.2
52  20  0
52  21  0
52  22  0
52  23  0
52  24  0
52  25  0
52  26  0
52  27  0
52  28  0
52  29  0
52  30  0
52  31  0
52  32  0
52  33  0
52  34  0
52  35  0
52  36  0
52  37  0
52  38  0
52  39  0
52  40  0
52  41  0
52  42  0
52  43  0
52  44  0
52  45  0
52  46  0
52  47  453654
52  48  0
52  49  0
52  50  1.49585e+07
52  51  2.35294e+07
52  52  2.12867e+07
52  53  1.59732e+07
52  54  2.17383e+07
52  55  1.16293e+07
52  56  1.80272e+06
52  57  4.79518e+06
52  58  0
52  59  0
52  60  0
52  61  0
52  62  3.7448e+06
52  63  0
52  64  0
52  65  300507
52  66  0
52  67  0
52  68  7.38606e+06
52  69  1.6344e+06
52  70  9.7181e+06
52  71  0
52  72  0
52  73  0
52  74  0
52  75  0
52  76  0
52  77  0
52  78  0
52  79  0
52  80  0
52  81  0
52  82  0
52  83  0
52  84  0
52  85  53545.9
52  86  0
52  87  0
52  88  0
52  89  0
52  90  0
52  91  0
52  92  0
52  93  0
52  94  0
52  95  0
52  96  0
52  97  4.71701e+06
52  98  0
52  99  0
52  100  708612
53  0  0
53  1  0
53  2  0
53  3  0
53  4  0
53  5  0
53  6  0
53  7  0
53  8  0
53  9  4.07298e+06
53  10  0
53  11  0
53  12  414261
53  13  1.28854e+06
53  14  9.6056e+06
53  15  1.05205e+07
53  16  3.88896e+06
53  17  3.58892e+06
53  18  0
53  19  0
53  20  0
53  21  0
53  22  0
53  23  0
53  24  0
53  25  0
53  26  0
53  27  0
53  28  0
53  29  0
53  30  0
53  31  0
53  32  0
53  33  0
53  34  0
53  35  0
53  36  0
53  37  0
53  38  0
53  39  0
53  40  0
53  41  0
53  42  0
53  43  0
53  44  0
53  45  0
53  46  0
53  47  2.97297e+06
53  48  994122
53  49  8.76176e+06
53  50  1.22145e+07
53  51  1.69033e+07
53  52  3.24363e+07
53  53  3.37794e+07
53  54  2.22864e+07
53  55  1.14021e+07
53  56  5.44976e+06
53  57  0
53  58  937041
53  59  89360.2
53  60  0
53  61  0
53  62  0
53  63  0
53  64  0
53  65  0
53  66  3.28254e+06
53  67  1.00936e+06
53  68  9.08829e+06
53  69  1.0391e+07
53  70  1.12356e+06
53  71  0
53  72  0
53  73  0
53  74  0
53  75  0
53  76  0
53  77  0
53  78  0
53  79  0
53  80  0
53  81  0
53  82  0
53  83  0
53  84  0
53  85  0
53  86  0
53  87  0
53  88  0
53  89  0
53  90  0
53  91  558936
53  92  0
53  93  0
53  94  0
53  95  5.57671e+06
53  96  0
53  97  0
53  98  0
53  99  1.01493e+07
53  100  0
54  0  0
54  1  0
54  2  0
54  3  0
54  4  0
54  5  0
54  6  0
54  7  0
54  8  0
54  9  0
54  10  4.4329e+06
54  11  1.94691e+06
54  12  1.31028e+07
54  13  0
54  14  2.21251e+06
54  15  6.96581e+06
54  16  3.00927e+06
54  17  0
54  18  0
54  19  0
54  20  0
54  21  0
54  22  337973
54  23  0
54  24  0
54  25  0
54  26  0
54  27  0
54  28  0
54  29  0
54  30  5.44827e+06
54  31  0
54  32  0
54  33  0
54  34  0
54  35  0
54  36  0
54  37  0
54  38  0
54  39  0
54  40  0
54  41  0
54  42  0
54  43  0
54  44  0
54  45  0
54  46  0
54  47  0
54  48  0
54  49  1.07636e+07
54  50  9.94363e+06
54  51  4.35785e+07
54  52  3.8081e+07
54  53  2.7844e+07
54  54  1.08069e+07
54  55  1.05836e+07
54  56  9.41979e+06
54  57  4.36854e+06
54  58  0
54  59  0
54  60  1.14161e+06
54  61  0
54  62  0
54  63  0
54  64  0
54  65  244120
54  66  4.92853e+06
54  67  942489
54  68  8.822e+06
54  69  6.37112e+06
54  70  1.51873e+07
54  71  1.81627e+06
54  72  0
54  73  0
54  74  0
54  75  0
54  76  0
54  77  0
54  78  0
54  79  0
54  80  0
54  81  0
54  82  0
54  83  0
54  84  0
54  85  0
54  86  0
54  87  0
54  88  0
54  89  0
54  90  0
54  91  2.85399e+06
54  92  8.15544e+06
54  93  2.8331e+06
54  94  0
54  95  2.67757e+06
54  96  0
54  97  0
54  98  0
54  99  0
54  100  0
55  0  0
55  1  0
55  2  0
55  3  0
55  4  0
55  5  0
55  6  0
55  7  0
55  8  0
55  9  0
55  10  1.69054e+06
55  11  1.8871e+06
55  12  0
55  13  3.7063e+06
55  14  2.38362e+06
55  15  0
55  16  0
55  17  0
55  18  0
55  19  0
55  20  0
55  21  0
55  22  0
55  23  0
55  24  0
55  25  0
55  26  0
55  27  0
55  28  0
55  29  0
55  30  0
55  31  0
55  32  0
55  33  0
55  34  0
55  35  0
55  36  0
55  37  0
55  38  0
55  39  0
55  40  0
55  41  0
55  42  0
55  43  0
55  44  0
55  45  0
55  46  0
55  47  0
55  48  1.74789e+06
55  49  8.85861e+06
55  50  2.10854e+07
55  51  2.76837e+07
55  52  4.48567e+07
55  53  2.54165e+07
55  54  3.54457e+07
55  55  1.34656e+07
55  56  1.11597e+07
55  57  1.07641e+07
55  58  1.66059e+06
55  59  1.85398e+06
55  60  0
55  61  0
55  62  1.3345e+06
55  63  0
55  64  0
55  65  0
55  66  0
55  67  2.41284e+06
55  68  1.94804e+06
55  69  1.71429e+07
55  70  8.19051e+06
55  71  0
55  72  2.31291e+06
55  73  0
55  74  0
55  75  0
55  76  0
55  77  0
55  78  0
55  79  0
55  80  0
55  81  0
55  82  0
55  83  0
55  84  0
55  85  0
55  86  0
55  87  0
55  88  0
55  89  0
55  90  0
55  91  0
55  92  0
55  93  0
55  94  0
55  95  0
55  96  0
55  97  0
55  98  0
55  99  0
55  100  0
56  0  0
56  1  0
56  2  0
56  3  0
56  4  0
56  5  0
56  6  0
56  7  0
56  8  0
56  9  0
56  10  0
56  11  2.57629e+06
56  12  0
56  13  0
56  14  5.61507e+06
56  15  132303
56  16  0
56  17  0
56  18  0
56  19  0
56  20  0
56  21  0
56  22  0
56  23  0
56  24  0
56  25  0
56  26  0
56  27  0
56  28  0
56  29  0
56  30  0
56  31  0
56  32  0
56  33  0
56  34  0
56  35  0
56  36  0
56  37  0
56  38  0
56  39  0
56  40  0
56  41  0
56  42  252335
56  43  0
56  44  0
56  45  0
56  46  0
56  47  3.68018e+06
56  48  0
56  49  9.1177e+06
56  50  1.60576e+07
56  51  3.06128e+07
56  52  2.59226e+07
56  53  4.14084e+07
56  54  2.55239e+07
56  55  1.17085e+07
56  56  1.71792e+07
56  57  0
56  58  8.24277e+06
56  59  0
56  60  0
56  61  0
56  62  2.12408e+06
56  63  0
56  64  0
56  65  0
56  66  0
56  67  0
56  68  3.56796e+06
56  69  1.61714e+07
56  70  3.82579e+06
56  71  0
56  72  0
56  73  0
56  74  0
56  75  0
56  76  0
56  77  0
56  78  0
56  79  0
56  80  0
56  81  0
56  82  0
56  83  0
56  84  0
56  85  0
56  86  0
56  87  0
56  88  0
56  89  0
56  90  0
56  91  0
56  92  0
56  93  1.48557e+06
56  94  0
56  95  0
56  96  0
56  97  2.26736e+06
56  98  0
56  99  1.38229e+07
56  100  2.50617e+06
57  0  0
57  1  0
57  2  0
57  3  0
57  4  0
57  5  0
57  6  0
57  7  0
57  8  5.08423e+06
57  9  669063
57  10  1.19906e+07
57  11  1.36544e+06
57  12  1.6808e+06
57  13  0
57  14  0
57  15  0
57  16  0
57  17  3.95499e+06
57  18  0
57  19  0
57  20  0
57  21  0
57  22  0
57  23  0
57  24  0
57  25  0
57  26  0
57  27  0
57  28  0
57  29  0
57  30  0
57  31  0
57  32  0
57  33  0
57  34  0
57  35  0
57  36  2.55675e+06
57  37  0
57  38  0
57  39  0
57  40  0
57  41  0
57  42  0
57  43  0
57  44  0
57  45  0
57  46  5.79673e+06
57  47  5.94661e+06
57  48  8.73215e+06
57  49  1.28173e+07
57  50  2.03976e+07
57  51  4.01636e+07
57  52  4.28594e+07
57  53  2.00758e+07
57  54  2.23289e+07
57  55  2.23548e+07
57  56  9.62948e+06
57  57  9.55261e+06
57  58  1.97316e+06
57  59  9.39371e+06
57  60  0
57  61  0
57  62  0
57  63  0
57  64  0
57  65  0
57  66  0
57  67  0
57  68  2.22351e+06
57  69  1.03905e+06
57  70  7.18725e+06
57  71  0
57  72  0
57  73  575925
57  74  0
57  75  4.47925e+06
57  76  0
57  77  0
57  78  0
57  79  0
57  80  0
57  81  0
57  82  0
57  83  0
57  84  0
57  85  0
57  86  0
57  87  0
57  88  0
57  89  0
57  90  51776.6
57  91  0
57  92  0
57  93  1.94419e+06
57  94  0
57  95  0
57  96  0
57  97  6.16715e+06
57  98  3.70606e+06
57  99  6.47409e+06
57  100  0
58  0  0
58  1  0
58  2  0
58  3  0
58  4  0
58  5  0
58  6  0
58  7  0
58  8  3.73722e+06
58  9  0
58  10  1.27376e+06
58  11  0
58  12  1.39578e+06
58  13  2.48191e+06
58  14  0
58  15  0
58  16  418270
58  17  0
58  18  0
58  19  0
58  20  0
58  21  0
58  22  0
58  23  0
58  24  0
58  25  0
58  26  0
58  27  0
58  28  0
58  29  0
58  30  0
58  31  0
58  32  0
58  33  0
58  34  0
58  35  0
58  36  0
58  37  0
58  38  0
58  39  0
58  40  0
58  41  0
58  42  0
58  43  0
58  44  0
58  45  568883
58  46  1.12188e+07
58  47  0
58  48  4.32972e+06
58  49  1.6683e+07
58  50  3.41175e+07
58  51  3.37464e+07
58  52  4.21451e+07
58  53  3.77643e+07
58  54  3.237e+07
58  55  2.92278e+07
58  56  1.67508e+07
58  57  6.80699e+06
58  58  9.01306e+06
58  59  0
58  60  0
58  61  1.55523e+06
58  62  0
58  63  185776
58  64  3.40235e+06
58  65  0
58  66  0
58  67  0
58  68  827324
58  69  7.35033e+06
58  70  4.81934e+06
58  71  0
58  72  0
58  73  1.64798e+06
58  74  0
58  75  0
58  76  0
58  77  0
58  78  0
58  79  4.16623e+06
58  80  0
58  81  0
58  82  0
58  83  0
58  84  0
58  85  0
58  86  0
58  87  0
58  88  0
58  89  0
58  90  0
58  91  0
58  92  0
58  93  0
58  94  0
58  95  3.77199e+06
58  96  0
58  97  3.76011e+06
58  98  334141
58  99  6.06979e+06
58  100  1.20914e+07
59  0  0
59  1  0
59  2  0
59  3  0
59  4  0
59  5  0
59  6  0
59  7  0
59  8  0
59  9  0
59  10  0
59  11  0
59  12  0
59  13  844537
59  14  0
59  15  0
59  16  0
59  17  0
59  18  0
59  19  0
59  20  0
59  21  0
59  22  0
59  23  2.30464e+06
59  24  0
59  25  0
59  26  0
59  27  0
59  28  0
59  29  0
59  30  0
59  31  0
59  32  0
59  33  0
59  34  0
59  35  0
59  36  0
59  37  0
59  38  0
59  39  0
59  40  0
59  41  0
59  42  0
59  43  0
59  44  0
59  45  0
59  46  0
59  47  5.28795e+06
59  48  1.72784e+07
59  49  3.60312e+07
59  50  3.01821e+07
59  51  4.32531e+07
59  52  5.94538e+07
59  53  6.08055e+07
59  54  4.3378e+07
59  55  2.67314e+07
59  56  1.58216e+07
59  57  8.33515e+06
59  58  0
59  59  0
59  60  0
59  61  0
59  62  2.07084e+06
59  63  0
59  64  0
59  65  0
59  66  0
59  67  5.69815e+06
59  68  2.22493e+06
59  69  1.69382e+07
59  70  0
59  71  0
59  72  0
59  73  0
59  74  0
59  75  946785
59  76  0
59  77  0
59  78  0
59  79  0
59  80  0
59  81  4.37042e+06
59  82  0
59  83  3.51109e+06
59  84  0
59  85  0
59  86  0
59  87  0
59  88  0
59  89  0
59  90  0
59  91  0
59  92  0
59  93  0
59  94  0
59  95  1.85466e+06
59  96  0
59  97  7.90511e+06
59  98  1.27564e+06
59  99  1.72881e+07
59  100  1.22051e+07
60  0  0
60  1  0
60  2  0
60  3  0
60  4  0
60  5  0
60  6  0
60  7  0
60  8  0
60  9  0
60  10  2.9533e+06
60  11  946796
60  12  778527
60  13  6.24584e+06
60  14  418403
60  15  0
60  16  0
60  17  0
60  18  0
60  19  0
60  20  0
60  21  0
60  22  0
60  23  0
60  24  0
60  25  0
60  26  0
60  27  0
60  28  0
60  29  0
60  30  0
60  31  0
60  32  0
60  33  0
60  34  0
60  35  0
60  36  0
60  37  0
60  38  0
60  39  0
60  40  0
60  41  0
60  42  0
60  43  0
60  44  0
60  45  0
60  46  6.37448e+06
60  47  1.16523e+06
60  48  7.52437e+06
60  49  1.6619e+07
60  50  3.15795e+07
60  51  6.57164e+07
60  52  6.83144e+07
60  53  7.16458e+07
60  54  4.71393e+07
60  55  2.69122e+07
60  56  2.15241e+07
60  57  3.32889e+06
60  58  8.73237e+06
60  59  0
60  60  3.45991e+06
60  61  5.49389e+06
60  62  1.00797e+06
60  63  0
60  64  0
60  65  0
60  66  4.27585e+06
60  67  0
60  68  0
60  69  2.97342e+06
60  70  0
60  71  0
60  72  0
60  73  4.5346e+06
60  74  0
60  75  0
60  76  0
60  77  0
60  78  0
60  79  0
60  80  0
60  81  0
60  82  0
60  83  0
60  84  0
60  85  0
60  86  0
60  87  484577
60  88  0
60  89  0
60  90  0
60  91  0
60  92  4.26906e+06
60  93  0
60  94  0
60  95  1.25664e+06
60  96  9.5286e+06
60  97  1.34654e+07
60  98  5.41241e+06
60  99  1.14909e+07
60  100  8.04327e+06
61  0  0
61  1  0
61  2  0
61  3  0
61  4  0
61  5  0
61  6  0
61  7  0
61  8  0
61  9  0
61  10  855244
61  11  2.67658e+06
61  12  0
61  13  0
61  14  0
61  15  0
61  16  0
61  17  0
61  18  1.71384e+06
61  19  0
61  20  0
61  21  0
61  22  0
61  23  0
61  24  0
61  25  0
61  26  0
61  27  0
61  28  0
61  29  0
61  30  0
61  31  603682
61  32  0
61  33  0
61  34  0
61  35  0
61  36  0
61  37  1.01379e+06
61  38  0
61  39  0
61  40  0
61  41  0
61  42  0
61  43  0
61  44  4.46755e+06
61  45  0
61  46  0
61  47  1.30884e+07
61  48  1.83747e+07
61  49  3.33077e+07
61  50  4.89963e+07
61  51  4.26521e+07
61  52  6.15143e+07
61  53  5.63259e+07
61  54  5.21876e+07
61  55  2.31754e+07
61  56  2.05595e+07
61  57  0
61  58  9.6423e+06
61  59  0
61  60  0
61  61  0
61  62  0
61  63  0
61  64  0
61  65  0
61  66  0
61  67  0
61  68  1.22523e+07
61  69  0
61  70  0
61  71  4.47225e+06
61  72  0
61  73  0
61  74  0
61  75  0
61  76  1.49298e+06
61  77  0
61  78  0
61  79  0
61  80  0
61  81  0
61  82  0
61  83  0
61  84  0
61  85  1.46556e+06
61  86  0
61  87  0
61  88  0
61  89  727784
61  90  0
61  91  0
61  92  0
61  93  4.66551e+06
61  94  4.97016e+06
61  95  1.15559e+06
61  96  9.78483e+06
61  97  3.14541e+06
61  98  1.35397e+07
61  99  2.09148e+07
61  100  1.15039e+07
62  0  0
62  1  0
62  2  0
62  3  0
62  4  0
62  5  0
62  6  0
62  7  0
62  8  0
62  9  0
62  10  0
62  11  883584
62  12  0
62  13  2.82144e+06
62  14  0
62  15  0
62  16  0
62  17  0
62  18  0
62  19  0
62  20  0
62  21  0
62  22  0
62  23  0
62  24  0
62  25  0
62  26  0
62  27  0
62  28  0
62  29  0
62  30  0
62  31  0
62  32  0
62  33  0
62  34  0
62  35  0
62  36  0
62  37  0
62  38  0
62  39  0
62  40  0
62  41  0
62  42  0
62  43  0
62  44  0
62  45  0
62  46  1.17411e+06
62  47  5.80623e+06
62  48  4.05782e+06
62  49  3.27922e+07
62  50  4.18885e+07
62  51  6.47205e+07
62  52  5.85126e+07
62  53  5.92109e+07
62  54  5.40126e+07
62  55  2.69414e+07
62  56  8.37901e+06
62  57  1.12088e+07
62  58  7.99271e+06
62  59  2.4516e+06
62  60  4.38801e+06
62  61  0
62  62  0
62  63  0
62  64  0
62  65  0
62  66  0
62  67  0
62  68  0
62  69  0
62  70  0
62  71  0
62  72  0
62  73  0
62  74  0
62  75  0
62  76  0
62  77  0
62  78  0
62  79  0
62  80  0
62  81  0
62  82  0
62  83  0
62  84  0
62  85  0
62  86  0
62  87  0
62  88  0
62  89  0
62  90  0
62  91  0
62  92  0
62  93  0
62  94  0
